Date,Max_Temp,Min_Temp,Rainfall,Variety,Blight_Risk,Resistance_Level,Marketable_Yield_t_ha,Fungicide_Apps,Environmental_Impact,Variety_Notes,Month,Average_Humidity_2019 (%),High_Humidity_Season,Humidity_Above_80%,Planting_Season,Planting_Months
2011-06-04,18.0,2.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-05,17.8,4.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-06,19.0,1.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-07,19.8,1.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-08,19.9,3.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-09,19.7,2.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-10,19.0,1.5,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-11,19.4,2.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-12,20.2,3.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-13,19.0,5.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-14,18.8,5.0,4.4,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-15,18.7,3.0,3.2,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-16,16.2,4.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-17,16.0,4.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-18,18.4,4.7,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-19,19.8,4.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-20,20.0,4.7,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-21,18.9,5.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-22,19.0,4.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-23,20.4,3.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-24,21.0,3.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-25,20.0,3.3,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-26,19.7,2.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-27,20.8,2.1,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-28,20.9,3.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-29,19.8,1.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-06-30,18.0,2.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-01,17.2,2.7,1.5,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-02,13.4,5.4,6.8,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-03,9.0,4.9,3.5,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-04,15.4,4.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-05,17.5,3.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-06,17.6,4.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-07,17.0,2.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-08,16.0,4.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-09,19.0,2.9,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-10,18.3,2.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-11,19.8,3.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-12,20.4,3.1,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-13,20.0,3.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-14,21.0,3.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-15,20.3,1.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-16,20.0,0.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-17,20.8,3.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-18,20.0,1.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-19,19.8,2.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-20,19.9,4.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-21,19.4,4.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-22,18.8,4.5,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-23,18.9,2.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-24,19.4,2.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-25,20.6,3.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-26,20.2,3.1,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-27,21.0,2.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-28,20.8,4.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-29,20.4,3.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-30,20.4,3.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-07-31,20.3,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-01,20.0,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-02,20.2,4.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-03,20.8,3.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-04,18.9,3.2,7.6,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-05,19.6,3.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-06,20.2,3.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-07,20.0,3.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-08,20.6,5.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-09,20.4,4.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-10,19.6,3.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-11,18.9,3.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-12,19.4,2.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-13,20.4,2.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-14,18.4,3.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-15,17.6,4.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-16,19.4,4.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-17,20.8,4.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-18,21.4,4.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-19,22.6,3.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-20,19.0,4.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-21,19.0,4.8,5.2,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-22,21.4,2.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-23,18.8,5.6,0.4,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-24,20.2,5.4,3.6,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-25,20.2,5.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-26,20.3,4.5,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-27,21.6,5.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-28,22.0,5.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-29,20.6,6.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-30,21.2,5.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-08-31,19.8,6.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-01,19.8,6.5,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-02,19.6,3.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-03,19.4,3.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-04,19.8,3.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-05,21.0,4.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-06,18.4,4.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-07,23.0,5.1,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-08,23.4,4.3,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-09,22.2,3.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-10,21.2,6.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-11,19.0,6.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-12,18.0,6.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-13,19.0,6.6,7.3,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-14,13.5,5.6,2.8,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-15,18.6,6.3,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-16,20.0,6.0,1.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-17,20.0,7.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-18,20.4,7.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-19,19.6,7.6,2.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-20,15.6,6.5,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-21,19.6,7.0,3.2,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-22,18.6,6.5,2.7,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-23,19.8,4.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-24,19.6,6.5,2.8,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-25,19.2,6.0,0.8,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-26,20.0,5.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-27,18.6,7.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-28,18.7,7.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-29,19.6,5.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-09-30,21.4,7.0,5.6,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2011-10-01,22.1,7.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-02,21.8,6.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-03,21.6,7.1,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-04,21.4,7.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-05,20.4,6.2,8.3,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-06,20.6,6.5,4.9,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-07,17.4,5.0,4.3,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-08,17.9,5.4,8.8,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-09,17.4,5.6,22.9,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-10,15.8,5.0,8.1,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-11,20.0,6.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-12,19.0,4.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-13,21.2,6.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-14,21.6,3.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-15,21.6,7.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-16,21.8,8.2,0.0,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-17,21.4,5.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-18,21.0,2.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-19,20.6,5.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-20,18.0,7.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-21,22.0,6.6,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-22,21.4,3.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-23,21.6,7.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-24,20.0,7.0,3.3,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-25,21.4,5.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-26,21.0,7.0,6.0,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-27,18.0,5.6,1.2,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-28,19.0,7.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-29,20.4,7.2,4.5,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-30,21.4,7.5,1.4,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-10-31,20.6,7.8,2.4,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2011-11-01,21.6,7.3,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2011-11-02,21.5,8.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
